device,temperature,humidity,encTemperature,encHumidity,totalDevicesPowerValue,hour,ac1,ac2,ac3,battery,nonce,signature
0xF50E31dD7F3381835Bf3CaFf3E9c3ee59ad934D1,27,31,673610509655561988222973005990987437777293376844253138525724110349263057468604367410344991478043335856794746180186351843451848961271994377502831784645939945141834633038737598448774734045475075606676964006234763474453735116889432647049809197379565112568663659841648015598897363019130834004239073852074178148973155575156368442084074772984720086498056702538285617129552991375906492638963509475326746836568250853102754706919944510018389158906985887928472821965418247996254883064954262373473349081467631556426917874165606289081219972976884337332832997620585745912430752012059207006071515446723551101755735111734345042247106450916741664427717259722959278903503063042707983057020251931213680460553648923449629488922038065139149731493772193964312669594799893924923501246834616233321493039144084452613757821050154269457690764376977110403685565097501336447203399000159735863464388827515129176495496363910275329793672178959007965639750434209496260192748673395162293385720291441159366210337737323646283552231428195929280679812654056425250511726338675390623762668868791247634471692576361700125319650270648298447596544630260488509664885030723484973475539296634032084626432307756891917769103258959808471723916026500827295400756633376748518238954113,316754166668223760225800963552573526346827277635360848914947805835367976711947635811449667607206409641991676839994235143070613040521566129357174975202813441699997333315828016930486890783839834645300126951912135499265097004572519798578226050498294440624907698564864517526198648678734727206468234111708846639789012861530642377516300914385961951374205684500012993442543302034020407934696389424117672467778100034400638505031409378104897574636273608587563472021933603880725253967548031683559289567891298130542630091620147623749329559888315898463620888205183697161350460286072621926733216562162633254557794900285674987442694933672552013264469406110968940656417551180491483458405894354313869056978186289151919991595450685147979344161514227495622852453105705826741841345320958519605400802328862593842804560060317722849331132957034728746804195341431117370579029670882486519777135010394948625084865279924782003146231507146344608795964442845194315725717710620715988155311170679119013399111240597205868102558838369401259587934549803694363458919808601854784275575512657015877598129527314175147161096506018804502323043914042750760557070466845852224061932555875602707086649839888524146265017375291938037199946294950757217561860729998755042525383322,5,16,3,1,1,37,8,"0x54772a9b6c00c502b99dc6c216df2f979f342c41c33d13f9d3ecc641d5528b560cef654b485143c63a0b5775ca516ea0f0d63e8f03e93a4a4f08208af04cd1171c"
0xF50E31dD7F3381835Bf3CaFf3E9c3ee59ad934D1,27,32,115322742641774822619625427593252456373638005290860476772044720365816512096903792385031120234723251577491459365960427166429674603093354794563026459304643661794051921207084273131301970386813337645153382499986673966235976774659094979892526501563348332612253428910128832127384383077339200590173524278768692390094206512468611712724374345226976891877473292859463512005781063592357667210848868740492288261077356352869716017161152457018077139838437666169289305639714554851252151642808317490000827450603277687490006084214710632450249262420355585637062992714686549696153952563168788400669594216361720767579164996888342679680680373094952616499171649781310322002026225399166902249591975887013851841338912033998150986637258982535301028689659841508448774384493011057011353055956681290491857799144352663732018178664201614618810263764334560706182352690576003069054329874168843133757337125639464982898041916602168559163502429066478018669359671552377433327295585938477507484711837239214832807322735099541516591337283559703790307730300476319337290864429322387953929387935503805651560025249028733255801942031878483670510020079793564010507533767285454531791163572024043019557881548550419577585793277982598782517635431198981621684682019962362764351330,484680211981812463552235219123581924717678614602335133016001754559445012947301377085605844625683840571031972940571827131705249287826881910628253554855288864926091791908066179913917109246262504598600158879893749779618847086793908925053917105956631969507633048725018590777102536410951285057225779663445013980192134190488073454510575605822409092412419055485765451674449123464110022108428158361812526958427002120774824411779530680234956443761762445046988189821364997922401243386953638175784199589239922192301337548050301857928991643363283536063721605928317292413840630346133712528178056287844379526487859020480529530326871426429846312798489324404655623681742687545861609195180602187182004510333205119783130737509434767953819251922485578637535469756266858619614905322476585644899242524878182629122689005774092676592315604370020346618801539394729021578942084836700783846110587875668368585641173432260931069362839223531262782745186917195923862590716086415011396090216049448250121349211605999867208397499217582853197643659325086250774156355167955620521601735200250145636498638963680862483534533981939841096260622410538822239726666697442485386012871984570339989001132889620410835286106533096146182597231452996489335000902697179339708111871190,4,17,0,0,4,78,9,"0xd280fd578fc2b8036d6d92c762c3e05c0e8df0f208e12695c75a774a72883e9d72dfd4eff2b97e067377c66e2c5797cc7180327e354342399d797f91e467e4ad1c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,38,739444684312341308116517606493421509519231062580518935108112768029671161832795505497973193646798081910651598115105513104121305051446090612437609956354123203697460680730235157921691495674416068846528118869843807874859493189089757788407478869412197519226826687847622729553957573650815414084891845005599011680348380838638794989417893348613004101341680652790467966601354410153353017173075367463590485951688303863435885519261848951990334386833604955914979822056862139793531876403376487533450973119188035737408315172113297543322832059539626055107071318216878605919572343412663608404577241888174095583957377143706540610900653679244551004391471814064208440267526184127737747684497644662254617690545161196567106107517222490859519493839626539621946743748717522138670651058824196532384548542478800439906155292250075352263900998715854160660817323679560154488333342263686530374106871311201422337588910736639205241000233246237551617386494166157646664011709737008251078448649530034614672607335829823778623751050983994597495665167399624779262860882897098375320280208480790923997824529717296415755737331194100511029576780297251544513084417409279529976056964177441900465765441019865819904514712265682047566043064791065098162067846242967864536449991314,641465491576449837189674026417269641485397010790197677926169636581361070631351675660640898470026285179228002776699383417159400337151350624667336667818928321433625197461301398688867239703777302689750020672014239322844624500049037999324989139819469728465031104030262484045763784388986456260859210535984732345176097127348564730332430334862954177846026739551145189072195820761942871693456257079274944323145394828626769411652935578933116359114736220736041006228434662307900081664612952891774256566386941833151161474494318261745543659137022612343020569638479572080349523028252061845776772888690263278547521021466597411425745335667117635067368344822270386284509379332870518884363112386306721259448189883747828388668109688373474330816699026639899583498806071228797389680810336870627914848213300987874242836548045387810953662967752078049734367706063329177856499800906210904616930282119457915448256583674799082673440949138542508852947030854626491181588412644508652919583316018517444850103404979822106262302130281758252362957706804337753646394593593435329409511058599944362696127229809779134813029280428221132814083051876267008282283045037277533662682743931053330342673478082811466876774542603061773951674780846397214946292479964793454176426521,6,8,3,3,0,40,0,"0xd10918792ebdc16660edcbd035ce58737fc7a1910cd62fb090d24056580fa03848f2de36b3bbf964a0e58af81de72b9d474e41067e63577b07eba58096b9d41c1c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,37,329486507133552703242777592024200770654127579673671855782535527744910027188898884966387563223459659436918580049537081853740311450296618699764470865113865048457355871705266233117021348667598430402582091298099847486890271055413872018810995029484720104345646669137151885923139592816865768386403630885127924816641965503361843811165725854967696999141292630639540149434910736431654385811928848908203400255804049720585209578929595484855632559992699824928594585128791704452501827836579006288383810113070758117657786665131576372687779692235114044934471109890497693265580935463644656725007627104874762789911398480788480370946496300120461144555320303695592380003462815080515591204635550556080815827798916353633105948682233565057456467367001106352684297689769390694055908522402756215432182983520976002159002361760409391602330718933010273309960098145926455697646093660769429029418516155735183608800405723933525590076652263652794583592773018662177462061416040088533543183798553791552885267421549740769143024197332673031878785536445662214442152903464067993887951395890739301902204069626466065277810120333857253644262156502741174209393884451212625631536625575663126072309004117116189421974426598025919709224409995720792877523022317215541260203668809,263146201214307275179404900601287321923812672025271068437271914387108561584524278637054678124680930537215677194761277177678224497672100120272787039459219394639891062323634904936339185889114093463459981666306866172302165477336211893516529264814674477136040516857572337558092605090614361149326988891458293637232841944987113311290000665155276524119383869665181316917657017934768640034061065281351010745051681093779370064098939508383318975190616700467687538899166666907760327937070242705149746217028810365558685666304308936758467249300132493155030546806003015566385826685226349609415209257585293442174798248533095633292331175792385100870348544301041590492648496975643291546704740727389017486218619521245938372639074024643135198271468467515296345626162281047149374509599833338977249171682276012140410971396301096187179231267894054572881083766015129176976216922065407989123275623610010601936533396575395325568968653443599295834473456673087187371295376564503746722031689338239644906884039596702270351034906031530976780833173946609820316195884679311166914275440433859550499978526441049042321401729855460048470313221013887865536350020960246826913263070999916108723423083287167282600456375699514558453501222421952095394124966702507962484422138,8,9,5,3,0,37,1,"0x0366a725e5fea1ee2d95ce799f81281a269554bafe6929327792c1843fb12aa86af69c0da219d1020c31c2f11eccf4a4c40e8ad85bd343f1a7eefdf744dbaf0c1c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,38,48391466450089540753716721808610711708113467272632525812777196453779171392676668116316856539867189420414463384411165471710026853860940380552663155747699427842404702265384164817593188426489698888333590977846798798587771715375799227004883781761629056984551494170771779118033258635907501871191130694112033771587557252017957714233782446717885324082082032097536538492497267914676225661319542212185092760269693226881881994363219095393706385909835646445774349100281497436411834716025122629905967824416681007095622093093694748458587543236881120649256306450854481492870407350131387631868140386852512832169346733288875350946372867115242636664245283929330367308098199670685185325717419077368337378445584395311286839797901162175464015194866993889603563273346208391468966759703796164766840516697966595005257997223574985511918866690504321577482032329361768446866812499200069543547464425967325047415502507549314291408057307608928772854226898230988372160678781679151353092422753021375318059898337970403516384583986739122218471469264525827839875176425396735694563191008772612740885454769151703368793299825964000662706395821360439414736073442667961733492177743202148651142567939553494837009912618976934037438768819539758551837036591754746643195574044,666672196937996761587708882139282072187010660755225081030021586310468350028921681233845154703472774998673926916312839766225824300982648825840422821284293596132934526864962725229602439757837235277645590551684163542307449490577740709642169740446388344247559892097578408960602877103143672156883655059905124181066475470613484940184363479324895788023545800130027958194793398402729016818668086893427252405511298594581126200722384601816781897018650029967711046505732836446452207804869840012096506077569429536681977028228619174214982388755428444990834956685249629325804828172729315805125523048122228192704752785435413654579997807078246291966853001725775153119506727906274502363114201794598005079174335345876032213893839504608497114351804567961238703673776108356432762222315599365071595730107949946800790621925470039232916273797280749979288426796889361524558806458077394930776921225437901650326896184359612931947626439624545989528849874944908235565009767744427072992007475873989850288592496066806422037127044643446165736039074535636957541490362671539194316506465088903246571754540616646068289885752830056725290537408448893910877131356180682810893145982570499293343468963429235153111292228958987746568603605328659631235039723919534345438451770,7,10,3,0,4,32,2,"0x117f4644c017d357c0219d4149b49f3a5127fca8d0eb92996c25abd4618d2dd0750a9a6791934114d81148a3682ba6b61443d2691699d659001a98fcc01e7d091b"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,26,38,639059600434468494208412027340626792560914978470919988677100679679593277605004152708486557309611312390374544259227812256034502137815464632323610395272669650879132002822794747387421875311847432076173218211524487925059928651832077165541579263415057116648509041593101630146511081801205524979819952758083361341178551257925480491128360425313835558953216382143107626451667507348255211899226092121338048482091982739570965696135702488332436532032551479991042023005834913294538023849350618466383154002098014548229426231586156144247099188892098598121428821397618303565766734839056789932065854461131620412724233290507862887181391430061244625093036080019204772401827215078537006295599739338235624951995249405543563034805375546967927118671623108169217144535784856816218138513628564423724764620135213052004846353315930313042376854879448243458944839441542085983550214727025512771311844980154745406617438186939332308871850535054973568307749592801156127924400473014898119203252110225866583466039390977057731087531976655444767636439747337178080228256658469542243160587444749039928689014784064097732002618726888928301180890899687340934127970776869368351788055808413470611511199205721513816475164304786888927967867167801566486780517188232473152146345729,558772351987989681976764286891814355011460341415135318107101389784622555359906104544153227025751957425658972082647586163272586717807649948965872426375497773534396629026672245960589350540622644878991215102523356985460637787295095453228714395594889306515503839409353179965970688862788889873428697942429261050328934690435745399063098551661305990960414079801857300934467146374636890050979297760611088475151007776528540547631118723284006948088144953391479244141224993749310143253034803828232751087730359463220379248543269970934015702150010648185225256162584017325080950810186809901515884962009015390740228807080724871006304837350587223734103820297325580194670465105836263485289753104811917066493054930941255865213725000590834886444787958172820020373913835318677169307012045316411423355037184034490168833051394835429255379737576257730846548415376998127527733044758848775906194840567821230444788015218687873588954405576109810539313493807672614065818096419973384450082109929961839207934544590544885040914847752938475734370595924515845320056367914657849765070834269213236489513553144467962192982947200606113898519582593028372860747598857194404341276247519410536164297312243324459593382693312078050707795896722437738822886271403800350816258740,5,11,0,3,2,68,3,"0x99c42a24e28962a8a96da9af82a4e98deaac2ce8e6fae6e072433a6922f53b2359812e55ec3aefa930ee9dff70e1d8bf2be4fbd6a95764e51e8bebef3faa64151c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,26,38,591066554232269967705092991608374882770526980844620466784313876225780312495734369293737073180458276207636629975553969435727545813636999897960320747177557892723686704941623843924921208579772390796798418960812507021460954695400436001802567705724107914581816423001255029690976823980149187821095178414164437485059152661843020075618072095395996844694246563477353272516855824275181134617930018402030941191715852140840752015273476208995841092635070772564861495122547003972740221283182900268202571967915163612197837769856701508849627577297507498196890331881058139923788952534307742028330049221224754858728948032105946642256819408712510853919164542695032189671328971334909994798987272078025109393303624040587485296657937459576923306754268831322045265537337793233000808806325992033965407893342280563540098271313374308548807072651809521613105321913738829595858832377821319823900278691012119234104553639548467966452689269602192568074436801854964574256473219654634105086014714702778633154874744935247781630561070977349801682968816446641261943461228818636871839740874352037379438161211112940425245308672924734810711079735771431347206732528807431620572154059948192610862933949449866063453666681626663613458082443347999562883775837071831714451164006,519948747897063831163574386982239663407349794459042327924064940224161293173134597371337254959394226571227451796433223335173430215560694238148854444418285233432854337522115873909254140112983897806026801754978522503512439519000183192854693590726625097782390410995517051869594422544269867795436516604907796558658452892745769579938591010671686348122906295323152953583834207901861077368117453334381268002778612077733436171870889208053803830631679391783158153503028570987958759309670616772616865578536652665755046884719578229409068976526792658532481037398584851706337325009746150288466019654330611479861561522165415648243319463310872997623256677893523209412089519604978797825947582339068290644178945756635365719960190802991433481772566073901188308416614444715559017670333450784169972896433939465134859683467833065902247529735286831135571551511453788041288675948140317492880866888313265339500612261973602923441271531916773301913796850033686806975842409632010229400630646553222832341173685118476541923438095625466904965335956849732918581514939680855286328632110101712520456262904870026214132038564837518978738408374335136449702568905196057480467794763800386114027055192695773355254842009547251175663793174021045183601283182706169443033683013,7,12,2,4,1,67,4,"0xfdb864dc204532cf66601a632826a626d6006b8ea0d804595960e37990ed31974364603ceccd7e0cd563252ba3207371bcf13aff54638ec9d00015673af96c161b"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,26,34,395722644103336132307502585672632384606909631485958254141942663795996349616132368256068041176795523532726228222887605205687911031934133760394243257627841447900332337186630546547839228793287962111212178717600975564405199184642629348490660141548079719903161082776544689473341839375389560146418293205016523886759864904155234435971953726894243752558054528703488368884093060249576931015525136765479061670851536949227228670966312971538562826832229331204526470926809770134647587847270484914566392837647301167520520893143203959215232901208408787827067635726531903845610319279440844075808605689183620716815906394528061882760030613679476782141198211610843311349114576617974030285548077130315186585427758773775640865458462494453104507912054763218755250087528660388288864703907670964818555989254096087638543743162729279727467763214855681171600882539402024278246684030437653472468673191418539830451893853505060917709018701539581223249429425260166309583063251596170502309208629216051260903928607961631583470864342085614995318896012016054394474889966374416491707773095657521299572394196539115665949875500379526921205255180901590677460567307260111729994970468504444045392821671848614960958392617958547529169122226056929391087643698490164233901242027,615512469132185631100965809753818781673450039866324398006305138486081038228652547298752028248549977442901173314211496649037341244218623794655822148272666062659969598250487165884075419690993179079186302489886901851442860247727222976840872335975179552484366755933595429221770725869056800541755040746727338669695016172704466740622756788796250427320993884061780285655327093914586062844626397744922640635322034468019470685303640077231805638298630308283097629414982110679390595713007435001205341495644149824088698713797696823750196853106261337195172724050704296775195829544232683814714392906367653765342735890858960452177803557232803050675680553510406294408831398047020201015079023860313124935287658648861472567372498232687909983072020162938700423899395171634899435709090579082807063240389748396480374980472274629997847386999477532881537971611382656583973456820838003818732163688628948088025884576317251075444531565278332545194802918298683083502058175021547389937551419104116752481498647585680141797824345212336771651992900592732907608213932111522112411472960404470138227776426937537774570511354923144663230438928632102441106281882823398573585244674924060836133180322845786848296525219314030923964961829817005764762081732359361145253667399,11,13,5,5,1,77,5,"0x85a05bda3d4167a08dfac8fd39602e86b62c6ec1063def6890e4c9cdba2fd4a92d51c2027e1c27bd953058a8abe34d41e1c5be01117fc7eda5c34fccbbca06fa1c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,26,40,174092661052034193034206588263468001342059741917919643668460587909081342541745421298597471564916012980334246900861654733343182427456047018434824290207960227521635602152563784385845857659185131635399531365959482622663929367521521988924567137354466154514880117492113354690610363585858866047992192752852984768280339072374885492678155317219945446880459303933624413677324718331020972795677345042679503564750021410203479090623181882143922881725065585606969406405088999540331211965307266117661129928650956852436391250550916820542657397870641006275200305848783253566112405314710666424835620094545216094502815591868637616008753961497628866661117341939710174182701517165246850579742178890396923596406516210569598394055363119463666341049243700325411788725978019139344439659201212875531878249837776427273900429216741574157124772423932690021201376222592894085583031183639556902974347336516773379698627645588082794034535296667394963766281141643061619011315518469710256897582931232170770488792669512479094206574614021195347971419845181979027316897589514744724703231504406511773837509758265573776392590307165867752797766096041204604213522204645032758430689323006376643710032786441512884231653820984172155632065024802041116587260493870892434147170971,385292931603485380109466275580413872211336732690370406517210529693785693986535685206165815378268557666876017633930192209074810015726388005260668606024932561213317787228536303788602440851935575114156233097276638272483091734533523573881211928535009392955679365372612271977189867339253417316562878114564120672934193344514458788730975851295976820606012005099562602452367641256194448646046047527376782595500266732837667686709774932940413896502641980646266056638963808118939766736565713720966710054383420286253522465907855481631674223860639751779328139614956794186845178969035015923206337810236186629292379541876292397753300615507547367379874458429072574717562769262422985041360812664275369595745761363847214322583632527741333737764401504726451635900753908413664681930182845269740809557771638613197511958466223381109479146535346800895346171397166640374081014709034203625313607220198343562217099022503579600630917689882273658829515380553640879892096862704903722578340212664847690152435941171614033067386851391863623730709764805958578512332184020284237444085749739713398047663708745511987130542254494242666301502303157126583673401870133976086893865475356554698768204599668237728512042673968090092255209968567864596065440313197115222409637045,7,14,2,5,0,89,6,"0x1ae2db3ec09a0dccafb8b1de808ff74866c5e6e7cbcf6562e95a078911f9ffb87bb2cd733825b20c39dd027a70a010fd34ee1773a2d9cbac582b7b6293b675bc1b"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,32,194868479609495189358572849989658947007947971815809072933303058973046740216613224541431916217375418616077797118979890132303660712494572452546514144533590075935441848030072548165432955374281709762424564930953913782837253715965093107470886549639045623268134467815277694452499407237184458235492740951296617968686659409767504727962875654631487122447072704687381235103782028543272879556783966020888502769219810524527284214682446466215382753087616146200167831401868029497686819580286375625236587127515263320798135335030068066864907122299631821925914291043667372846206092350821197244126628567959106596854906870896519703201239007100910523336072881947482432345937180510412683775349270941616010291016885720674249176019461822616657835850127898124839160363498207341427116642651363064990120789050480215640694847162351884008426467693332287036014978323723233225085241652788489632863052653039491970990818844577795426887043576292854634425474031913053588251586234065516167906362738238717154011060354008038366448911781084732956378178678030570025034384006477263530050571439394038642552835098402001503159117492798203498634890495222171258338812446940444974602418035206427278888391355682555574105357649003330690614901857136389003823283704758929228560022017,594781259529082040732259364799402960161953153188936270323970493599574992335419730367078438563112462521846923658398388580099922529182360463926665047457646249347260142489878945540882338298467179451811200635901493614184947043457622385105845790617136266094333932122714183055125755176647448064713928690847667738332753437592950385454881164474120008710116151125013607904464309111156916543487295175414227320025487503166567516785002981040780190537508251148496412847885072439580379851048905797335214241276989430725166957039367232418250651250927201227749885804716008910394641830585288909365750006992842681712531333700219929809589907101489193768030416795826511958321158633693488603529203876108081686716798881646748950521319197322438082586124609663507963387428180124141830295511718058250455671055453673337122277452672646706326656497256805817725894615249563430079377403484979127385138215344737292118089881223143665585533336313324868904163563038929769169768616639401491030324464953904511879604115030873962754094462639209478594054924197156383164395866662280808328490041707387004468504881577951850056159930339329032924521357041377334166268155781750935604196262272060611654175190130949797917337933514328856351175857309424457974438934874702376181571360,10,15,4,5,1,37,7,"0x5396989ccc488a67d1b661e057584c7bca1eb9d555773e8d5775e994272303ef3c79128f51cbfcba746d6318e31da184d2dcbb19e660bca4daa1bbd37c6111741b"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,34,129443289402117370308217611527667633149305151742041405191683437359661768213731584370422686961568162717785165952299224010322307357072498985567137938969021800169719791364314115155347872947244516458606366592760709799776500547199346470353995006879890244889387429290157517840455610987272058702951876864821933619335883355605068428170910816418075628453424775636802877241141600148350994658035432777653876782801813061896730732680373717357647826919182940716397834448087813761796859261337694842487113190270875210343738557456670721795251541932580119562015152181839427826443556045386614994585905269977651779014719082351885697201262477478393452881703754323401239242291144387957216528517083472462682268079884068455930077660427872810652779598188908621584569975432744529575476986567680788248322363905072171182291191838845145548249735966276899030169041091432494971984240115010446736867132965685347662413405092363155153393346259015541501076166081880181250746656716201409262619584057010810160452878322076043632808536708470206390557756655498814629608382256655900466603469812703307029910293809886913405505352384388791771258277265340821116509150116680341650042157215194993277756246482857037110645930430856321557039920780282197161212449172067280257475859925,448341377990312866418445917933352908857804171254836116429999290037225309179213817797747513084526698385761538248499852953544373939466679553613958873593116069389355515544339804290910221456827494615691638031726343995025045538170927021204878465671834317103356520386324541559807527727786472191597563797554413535901265347027689667569291192711536755077280315676298477942691068055419532704032807492630881641107648576262725229270064127782650595282534826533570280522728898587123372180733848353494060299446028696946921642698653783772591964655948118737906265827506003462788955838127270427348179272629658445251757108816067965059483337963412113844901783669580150686771439326484492295843934256875684102529019155277459754134353479019627195693367277032790225373329148454957209560257693980723385563879746191930303094389387635071420537190913683455726942973711545107779643137339713319595519293007623810828812524617828832897655226401575489551828593250753485435389262409798068300149615168160681379573140012630820766696086618549343184538255655545201521825660940641799501070880866073031358197292183756795383290669889536825847254226874869837188647281265799772399941847476102122039505173766586221079168998686103965597517721755718643144736652971605793701690296,1,16,0,0,1,63,8,"0x4f9afbbbde3fa5e0b0f9b25d8c0d3ea2fe03502278dcc3237a3d986d02338ecf42e5808ae03296b9bf5a15ac9d67be6cfa66fefc3f798a0fa80b963eeb1578181c"
0x7c113D8b7BC11613E006e61964aAf138fAbBc397,27,39,630236436505506586036470014722752883311861561023241083721649257119209520289656216219034927390573939508314938064460046264228770175673376368040514461699789491916194923765008065885291155767911809200160329142297578180397798318795028802452171063695179624743221897539131253913540631180595958735474440468439113510092048456452394390795623726979647640784503834084438652984931474903870724211182543141217211224284887428005954406718357977642601023128222481855895536402639851939767661501580216577312598112759964207599958373099377514667705546214134396600720692192175995774650597720263875729028398879504687904557492402032315189996517951323231510712331510509122709128018906611126393689827591868513931277374238367161118441432062253521415651976867780218474044985792214717124667293414804278958465968765632584944829454814609049766367685864678761258392199483748015080933554536042804065868586699865224628957837730460076562366323522858469747429727868739304166116805645070475759920667302139361976443490217897143532055642506033804039007679481293156781404735434389928729278635480127929761969826476960203482306798709514692475430040805362674819750299925338004594976475213371352173810973568776889577909472360580187879374752394627579706515442184901935087948063023,131944868737329038115138567798226339780121750534710205210729462391843529332493028450773965770144178949285501155679087377064269026093049390159578047067199197912817032888688327472909895630686565804129772877746509555109687340751192445981750864921084215450711618288489501669689053436299539483376225969435743054333939970153197189705433961121843224335927636847556699186703603558831621706089298394058886177808363304323940854839695039750228394537781453867817938905155700268128190694223856595438259568964439906143353544015381226010116963095533552012622708647662442431459318526925426540544417420995559400146174389649338258138925723461153698520224646985867703319044681755450906119124658738282226133043082783432406555681063179252574372988469424965341481138735521763485787955752276530700297127007868154190290022781264661648748071768763282586167235011519802157534798944864545516503937221888402849934495469396011155578538478319890592642763847941116274760381751889582194995910247648834988103455619793508219514677503411130443237018937558291024270936997352626003208218338881321180386352462550703992708810687750238242546414143380737397282664775119948843091926955990816156577845045300285184855010613832116603468188872102202414610901676632937395808574154,5,17,3,1,1,51,9,"0x182de3a1cbf27b3e8399ff417f9e0c18f8f4b9c7829a615ccdec0a04086934cb4a38759baa061018f56982bc6654322a33a7e66199b77a07b29af687df0cd9a31b"
0xD893ec2085098296f5c2C0917f008bdC93951593,28,30,375939312047303562246998241177946363820691824928595970217297197595978921296758123620462151106890780413064628645036305691783786327349916204172358544487853226189688478381356804726517360990616474935000932272159270126667211524564318269449342833801864912618840731646126808118201147714603066158783925085755102051762036191634174233037106846448578729511963899691604199863738864070832093013344221920182504456585419862187741492067056477655901756407119802854150041591628726306085351167410854223117714169670400681912615009725510028893577959196954109548898920383640670672624338800818363527137349555360510321978041225069711957954424990724022789231965705967569874307755471780143280593515516504659670730645700310718488712480218699582571331415043965204703209078768379650245730987453396497251951647059015518596456032495784051928331224425986221435533396554436259614236761480558935312460937198131066473501432234255179847853550483482442151711983122252523601157562021469407133442693369942763438090730918346494368651847388746732447002303535683115664207877067404592464797038317445031412348417574524915442274791229027347957100897546328581100143549885449272651214346966317705285640222676698978287088918819679595559328260771941148002856262129481588800115977514,698717907783687108612519110458499099749406677246465394490158495416379756296744829021155932566897793145999433492021554787713990931475207406070198440936093292479833834018728397560413840499663417274345885071736383723457120376543164946998441599478383703759814264575239091731438078077605643526794007919554244755250544359146884690697284447306592008873382142359493985384570538627256784500365456687444592976714022708551451792488488565987487741340937442720456629787123257409403610742595000026048020227145373769769598667025309701216774442054545251364437963899259038975748022195625651539196014183745944647078911952267589424932162061146702015707670226256022550041394040307355877153649328277841208216805002494890837582027324685260909870837503119584505666399976914683944797688114033411383363403617893548701290532552542333229040079016397524437621507979198931690270342540313120881118429931817215750383407092058376790863423072511562252233910560726436999442895518274994622335002570841987915913950834804823216825456062519590741026358413384777939936559277198795209947695769812775277997685871527614467424854075688433581161140374294380255286033405136929678005190102516144031675470746798636422623214313588246976419640449093955911902041488435580157136294606,10,8,3,2,5,74,0,"0x45528dd353cb3e1d3c3d17727978beb61266b7727fd2c693564e2f837c368abb7659b05a21ee5bad780e69f2b91e44ebc8f8be0ba9cfd05fbe0c49e789804a941b"
0xD893ec2085098296f5c2C0917f008bdC93951593,26,37,615790353285891246466723512813524741016887080610570564672303237327769544047109577485131118515065465334803425156885957713655337025643210609654057336114133640997674809460603463732631009250970527507190456752926382654812763948876459991413281614389023989609514351479675168538828035151928224627881126107292417628206641304043936562146903442964730460346755919941721574479744141106466238263234202167981769739410922846887769630708533208412008476008851447142480547482826032493296849243706566590551141213076129316605637459011660176373633179384657678964442896699166529861296115378140221099950181991748150705798792362272586579690630330172785712371683840204620087257483612650989039675095771408660315334322616715789909431193466724409087944605004219423212868055208955489627578244456127850449258603573785137141148376307252323558533596560783414519887153487649696803318029037272378503381707285750121274168743158147129488906890985705342929411133131770628178082257319877661146347383330492653448919430564352845694938739755428594455718781805138941599270602235299679820473773022291386226051997791539696621235251667161086234661939580546262687031406273760707635538487251279985345227740163077460805257837515214831803169507386250296302095422330307012765219146141,474630607631864907095637736694579172871983254470612196916855781678920438244598266907794209911791988671698479580837578793465954644377883649256070200976331280982723494800253037325661127725792665809632367025602175005972522289262472089652428861004155118264155824402102973995095370780034932431113575459124781579596835052088522757050644215257822213875988004093720473320269184188750369601799943402513933568074894696362959474528851095276183698081598077572675453038887331296783261246253187211908766459385735401349950947457428075647639900163339360730510042037166181085384977929075696671756477364587610880709824685823778154814575652089024284985328183858206969977207244939123624539537546295370619425015872564603328820045287761016025162870979640621583762847187078672479226461928865625908565920695219614968722589930555285436017241227317088658183253651010970551677654918237828392760549866518591926510835001766536379018843398018410644429392695339636287373467760746496985412341967555540256825175368864595446526693536516546758372768082758208814714395905593954644791862025398796577130374605076747633630146544959720973875208114814898775875758754349409396522426672741840727233773694145187720762487304653291888196135917835050119988090013666126082022630535,4,9,2,2,0,62,1,"0x3d743de8f071413deab0e2907fd279345a580f686aeb65abe2b25a98dd0ce581001953e7ada9582164f42fd712703f061edc2b4dd4bc47a7c36da8ce7e4610d81b"
