device,temperature,humidity,encTemperature,encHumidity,totalDevicesPowerValue,hour,ac1,ac2,ac3,battery,nonce,signature
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,23,40,207405730147580258992429188970672556766735427445330952369459306580283268238936166043995707026335098659238053604309129252877842816143559010577913179057207916000034197799757347601184487598763429090069652387174468495561710540322286611596046315266554252591449067581349403549677425248165548614659674324122920466128867029619425391016110382400346214405601500376880739599557292390595800918090687393557455703380112820350655281312964027350710432307231526212731757908437233939871131395528514279023648076366550302080273538453863838348146060322878997145617562677999376091287212670411502966635732063539759684631063412061220485950337242678334302054216798912123366847209571700547506931534650331159172804641984052814687162389217105068628261033463690957919570906932177911050712089972890150482079562716264200935650799953625911834083558790074690702732816478032943109967638385268541194250266914516073298282131071363213193662615025662670254864172037600292807575892331635359887147374877758316913391334887171003920706084634601677742547628599890786070259252278824039619872436819460976396171189895439468479067997431320856704306940134265277023975001059468057300415689139561170692741094090811014939883877888784635318639614702865777713903384822374481905994508937,536726769532251362774973512956541461503995000481405314819483355451017447253097996994708306947354102338647632333873682910780577851755717678638665461927775357979312537775322552191686876101284742381699665736483647973806428348261709658022453061895349218284667077604180892353783182398478527887382103993756285407094299318669429543061932500890632953709909492691433392390879390193646106428042387776455878480134735653948407292634663573784432276479706818540988403163130548953896451812983489197374371137997178710271039101090438416175644930207006278762852181813260400703314216966670988831602036668058197288411565720856929116463856738167744985645637922838697180545573350526462132736214548590891108346235017277097943041508038070044155984216069331744332943170877433164908174960555698943694748036634686947251552581473728360684729314115439521729645988720393210723958559678395703348785541429576906647982584158341124074362995965764177839451398707671022106060781220131690907046943892439211819219129093326119482159758243813156333013012617404383212450544711690930162534422261536734103822331409084571069108983056826835024216675253651568469610904213904312158213144261270255429621152678591493021818211559531622741978045115708207478458370910988552643294806548,2,9,2,0,0,84,0,"0xa7afde566a8edf1c4ec0096f57534fa7260c64cf1a4334475c74180cdae817823b069b36e9841f1bee79f244fdb6f1868a90b41f8f63d3cc39daf64d0af3f7041c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,25,39,11550499194725364205493522447784404550756293810250416532482013796426786460524348087910247414184065541798178556867813741588673402706502849099521242911214449687023896804182406901292218120249387130700176150874272601485479067490724609114091741285917786312310903425373734384350526985475648134116096075767556194584697407055153171995134558108903686899583637011769530713283815557873590025193028297963754913409503434434566020811814489401583734812817043408960328345935374593919025226621025521332602917787608243900294009689919836128384705318822452259984296666290046214332905390053240053018680928724576628809904842315107061078658546860664647149379398815025450047962405915109499316525479775436205775549614860973962139005274450103139109431733330100833672524395130556164312489739478731802535686579268247466029032068579134868457911517221816341527688684642982082689861010437045251799483799806625669313397565415351868628154218440580177430825978918092518522987783654670204132158909528689988339497999455157016399230237570285158026125246832726332625433652001346290354619249225394593585872415923876348246506177492161872643199655281150719866273824823178850750564570145191144242183706856041867487630004679978622015218143110124518493874066147599256188494089,359300402548597498439489832709184564490028236027966124591358114692563072894038414760439898441225406906848833963543787938868955431971240685387652160676936994531085799332829056445149348253632777087071426504751048376861313194442608787521634042670639764216709884377929135133437779334138056077554326531725795980695428824921080545373912037653073665472596011302375512550656575048030359666503252557483233967137480772673715115311912445484435089094715543394216093527181808688167570240960985379122793467368382411738463902258362672011993453061401868494459740162176499511344364587863612993187241519270863177732552975545920813454729923563394522221103154705503281950361146035724391714178341019519037987651390597485181978959546655591205524230718279256747541407129799499187159279228470480850215474607238643164394408114460256247839964141826458288244567913588793759690587818327783325827569044715842463365700478366690793999577828829220877972198432745269333706171062087042664363360446358774536833353008728433663958497431512046076682919299654823034432548675070869740531291167982679547586271074995399845591221936797205006560926751433841987446694449790254160235025932700249489693778345790978870162109568016323440595964945301807875591089545473619291592540398,9,10,4,5,0,49,0,"0xf9251c18f6808b048615f963a6167d7766d79c6c6d243430bbb0dd596a80eb2b58c378245715e0af38115aa18355a73cec7206fb62b65bf1223f6f4319f7962c1b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,23,32,329067900254623428484918480099011437026569941178179945788774509649623431835851973873453987055981713541602646034850318064550135981291406161086522392330158903981777268719436273777558278096652171869068730399030298855719998338734571957572468945222431188141502112121562455002208509216812965044615703633985581058595389824993797634529296404184877901480024200221892230669229718032896256937816907169878069769367067026810395603128659692074736134897136135196548235640277153370651171350669546746246382004342210236465749895026905418878635309309808343431820678102137986088314597381791039699398784663965795534367948205846478214955772368578142943540459232210381928006520326633157502874452964100429414221003308996169982355935154849590613618397160319106457357745538366463386233498342041835037838392568805775126669201004218605767796900036555011070187314872120932521141870086101427408772370377956137269352469965471511135771307016604221670398377193417351608216582675170586105059006239109419519467928388916898730443708936440401405317602702901667095523881174608004032460554628612026777164310860007034801356786798962763276017033500203000834292803838521750205084648506323838475650274474763850286326000639323587024544005113600215211378934569300983672409830807,408133316953725251240598766387466035640267147570197624079189344143838682138975035864007080164722083729779930772122174835620204379367798016181556939995584279865731820893163352038839574915845383218955275798173967751617456571502253356561432609444147700870924604365674978426274161772532061163901429425834725620810785857021666283008720509123863754794693543836267685698865019479912494362204506651432000103494919945776040489398681984943786521685485606340684174774157596144986366387922873566839835086885254691908740042424211729750247499131089997270622250514883331486357106281214906664489013433050503023976526763567279482230724101991049970181991299218436309868008732298734334678153877982818541737681583038743914473558504612162174606920027130985611238943848992195437134261325189118076366419209023491292990120799095074835910199056374067468126222092600827511976544912675261024937533832020684199911800243435135798364370291416006390010836474973397678012069329802119293801987484653795625670045921942330150569039735316411836450730773304059682732849097198602488093770287230124451721739515404550275202720424599203478536020203297362823536345252801511497673315381206135232304841142847840092198800361306755685111991844199905838683256686227411395784601363,5,10,1,1,3,72,0,"0xd4bbfb6c81407707170b711e4a235f19bacdfd848295014f289b78b82c74d0c50c8bee699d7ff7ec4a38b87bebc64f9f5c843345e7fd05fbcc4b65f855fb29a71b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,24,40,372561989421327405563721268996333827719995928243430449174614935912056135033639358575531042740527289634258008373994295631417293870045556858698041932256638041060911328083026378651969570580348859375718093943137062930451415460919636952660124334508953876227801359965085106539622026211658140863860085171020543625445362656811121407487562185397253229521673889355648300971911171338000247140934351084064373772733540857264003747707720197365825545797881699120398980746399957702798002403160331361796297341001571904577733506350775132651050471726749922184868386557545922517605450154094973467078165171445018734289522634429398660296268329358428911641552232438497107889025764390493795741437307437611614144989925447538370693356906377611827411805401988250632467167344444176965404169677459329456156232576746085322351270435946517785904697631851158979969136242108570574713938839285123457424671531672819371435966542288250906815310200519319045545671590693773984657039655166009096653341340899287830031451092676432915876042167274053429272961645527742048938876511129221830506059434278044153331509906886241008526629697650545655378499891809578427790383838477590467563838291375497754045637757531076063444002436511874043842834905035471113170618184532037458141695069,503354775189463621414564100451404344977716246283081878309340643834419420362534715080598386999134469541873753801158911231534813142242074503645181382512875715408333568144138186005395545081061622109354123768032107305176027630016704601585012827776634498792351701382413669030933394842578599828330745073377069744404522953236087157285643170412014173390924735840511980132908514936970212262342719935888698604505477514301442069406166697220870211742561903745142798739848162499942985651680502287091461318213917803389068076307699242373972422205678629731942408410096311736042989641615071938098254445839125319220378747305804433197557217284656572573484848459210019987064884769320508731049793709751103785927008143243705049589991263146228022365116688164971354862106933388467445895520051817746783220540880178142213067136433931088486251177211390346821575273806618979281386632153237392131140588664775449541119780406950858132348911634889720520367543136875749557999076325955127711336469556824625745829750197362575403066623984528129412242686865800892123037445844844153294834901211634543647105297666426948904505977345772757086894252857317507142009003287964016822541149331342768941652377385356399011998812688562716772925678070489065594141865637521878954162416,8,11,5,1,2,91,0,"0x3749fdc467280923c3128e3f3eaf16f0b85ba2c48bd0380be9694d3327aabd9c60ecd61b26ce310a76a2ed850acace64fb09f00ec57a35b1ea44d53b3d2127961c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,24,32,624452279302728466326844597522906138325484339823561312697432689596048703426450345062640265769130027032069388374616391899606286951331437795034987145746745408264746015122099156449777482367707159294380383592857931185869388628139562381532107940912786114567024997918647837300783288110008800676293360752832143430712432468498168369648488549427353778116365686150582515838766328716438531249890358356764445444101377823572880415810347222117086956505180159595293272859492099298113815728024465479973991262831546789337705335659571119809114752510349456489309996665510587376563626914483975499459780649475550311527062570800712030338460115825954113131301190752218975545720731654021619133971627749284224336937142124913375775934025336793994837419268871076431298089417806248355031912662256429440109019832374143171704971222123790723235108023892817177539102986412629330190835332838419180948739162303618860688261301909036448409718218890801540603616242432801979843615833813964745529123077430787019140196342992739209256709658015004667331714113322242779855272338557106298333310394109404385331591587099680091521335545896864085872219063557967205284555900987911256727162768660254378416704242335735330670721344001065289674538449819579912359480389095084798355557206,708186876313862653814550231143527889837568954156573893917097576274144716251511576947280532442795240772209250811410967422990485735481863434846645744864945884187052283782748222394158587354763917597163755909711541971675588004197179966716518052597235172910968109116521053407319315960026325752509765197257030219768583987066921689213117865379992348828048555538015459180674775547013392244156517432783182458322269050464270716134652612564215443403658257112449682197218774582688288870282675017054225098584729842894497798399801937880722132321802419809306430380085045924158949119329585558344402764563145887780043542861751279230710069673082938132025225452473812885123465636608254015842960332718251223580864016585010896412984939187363106071217385523865607768351814724892424851254315713491986817248631160515541575597176009520349195976503603994504049115502849461628881834427893986529804124253127491585627745892352120203640308469689782545962208494117409492538389959669901901518971519496982730777451078266321500599925657456735374094984593082981891917791807406924756202409493699058427672896433156388393836118129480941824807982228092405097435333245161872651749894441064938068633602831527460113885176855132640706144423050468400133169487782793948434786256,5,11,0,2,3,81,0,"0xe0c58446fbf307b62ef7c8207819f1647d509de1931b2edfadd2a92e7552cedc3bf581382304a40a09f0b5a1d8d00497ff552bc0e34ddc7c16f08aeeb59eaa701b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,25,38,64835635839870732045258724838457690410060225490818342031377421950469743040244175228994007218958020866403852600148851380648180256566420110921361775075927607726311433948404666166745146319020852659650495364091728625033375540882064618711717955912330307058547475661069834517812210781816630400598515940302069752615001862905382986838375559633992607352856387214407083085518443143850725817856593814467573253404074490393030244097775846709368301322051221577542769900402953766199687616607341093854291545631786198625619509063410472928738462143836839636978615146542523187353268424780023035577180128903786293118257518302081022881151019808762560308913103685744088314989488582244294905672015660935737120891225501889710688352053537414074356618023696110452336925466426760058185000512508425271605866457084130126619854711028986165290943611330142030575999025281703907781512001358462454349249991412325202141869393355655607413061215866587183438877162834431532939884057004939493027812841756125473623924188182794755050132247260387616236946796311792540352663025549522155991293126223345541407633569645286976204594250038428625271371969980725141060612214224933063799991688358280620740271582605622878249127652620157778287902359760226241152243071790676108751582624,370136994827166471756353518189642145258362516658981583245179218417550946955749758006445652062377924884935570923279995226840793428243967451040790250134720329072154219021778198322581534909871285276102535739853878023531504074562371663615170153228120700576551798283386430896664140776678531970638354754699352172442910295652361646294103273956883314876964768787486050740572563569490207927824530703503454947976870181265105588011491798198397938932252736745270708077796734500165934371000341821239866514106543697531643178399590725504813774024766984068157458313812873963048189757825912274925534067237603253903720400171174783593742982282982573233156319804501235257710648194814524155704216137570034496234860152094946151234386601388471701902674250976379887680393020213716656952186945352681161037182983952502839761806385936304626319364719725048283646152513064471915480090260338043751165690556262517227490639202876663013254458218537560410167835108485695269535010527429591200387619730531092996769427162372990173862652411788724498947266227309351795781598717063133641862389514231466158310733461510718849032790899497779057568222335132994698201022122158330026255991735562129053872676969121471683497278427232127230955140112744220678426754605679141566413655,12,12,4,5,3,69,0,"0x93f65b00e7a00d9383fead2717f6c6e745fcbd72e0bd49928f029affbb0e40ae1c5cd5642b59de6a0a2f2b9dd6e6cf4ca9566444aa7b5c41615461eb79d121671b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,26,32,802621984118371949320627550201258190210889574628396931585057657771614442188005348421749500521816044368881330437647390455472687610931030258500577148898620169392615697005812937812263440126731176514508595690825440176296876350706824114210497193317872931587149730631641207552522908639514891813206240809008609260185192115912283901815359711441420527181693939858334873442073109249546351074433070126860238552585463395221123679172935371233266280221388834463713511875347403986476997731069960378585412200312538012433417062522311946434007222514170344026745248076574174249587353977791721084895440066644285258590166521512018251469022420395197927862512523771017509331777730961155567091766988564461053352014685017116875559334041358803281806341181806668192689582636823315097654287126773011203257072207588778752131890009812092477298607145476563634885963558363744493364706088373316455834475006013442665103605276820957524007256434365347901355819927310475597096972669197974623397561288113171770228423004087115765786720773272225382353987322585034508893180330380625914994117924008150989827400505031873791151935721522557666772179746386666919374166590548317027929296428047240246467460679046724242434560538881483259939785163153652736694150387088573065647545976,789973465884796029351389995568923441910907723009943937395140270879176762975516403439198885688255126884860548319421868840843646322508152795069738977905816822147858212300800608128664554110959404670040689260260235966184334049420881680375798150411197920656254498607959744283782252028974224234305630709358381395199873868171469612335298733234380031106809778774231545155695213640816823046088630774258276791547434125746762557208519278159357588161891546563268306198798497100474098882336763862564176420065228787132168372475979433593861501518184123420732154089025285925640690555307314395292384531340017039238785431966372190534723790606870393492501535420643535758785247119217968975545407280374050941148435620045311285983877462893997686423494388214481277928134716006077219616224294489906137931259891893489499724792216946258095533786141072927693205917648600477967108312742170148515375431985549959825173395056865593501221067179063610842216725334195726964476607561574078061618430658051433316921963537124092003598641510177663128493376312045264859518964280081241595704943789029577527278836490608479286145516113642818414777724102708257253444177008058118794638901955414735981540781192785133346854199990177979911488222503749344467697648921889557595140578,1,12,0,1,0,49,0,"0x537b764071b14926b144475997339c9f7e39624fc462b5c897125dcbc3d4f63571d535d75a4a0178b2c4f8b5f57cb4325c7cd86f0e3402d95b83159f75262bb01c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,26,40,177601854584420827684906175674349199822193421206967971134456364943072919723636752829121840925844578791082827548847753320129935905098456380526913331408641396802707432299821537690445910293496425306669731981978615603412526583894677444601256883746836932450640202179881128180482675654672746986733693111143167681520286192532940159260067962537135456365270722383306963014931121075097186653173546590907829293792011123148985677742079430088510233988881451873504755903387912134770693465491842025450510757476863799139084941057003877605652515604724103230018151293154006818900131072328789380835762700281203992008114941163691687616528437401443076441700159230032350090111816049782974373558346946694306709850337975568177657024459128144177834666176941538606682869757110757960410218867881592627902820543066423029061911126189848339086153746241444922696991868025127630907633181244074761711080166317008008742844983947279927491039947966735179393648229172809676766332833787973615572312722693304620157269676804382039012590762363472750198006487085884759234904962609543722138131395818147738689552497270598133150061572298445663037214727505742462144856326249718100178665914448159825285267093024742004169102847719697780592258406445983148971903577677110562470613836,467910266703468712464668385983346718280438369443216667993045735342502644982392840126662995489034862192844652454569783853369556776689795792792257691274185497023512327296958970098076732909122481973831141751414976538240356840480104510415774866425484377891430223544825385923583327589334761729402285991477919942908593970226700876223593807008223625089544672022705140840754594273277434869693371855664150478504562884509564573013275332090204387115380752155668163010073722051333246209392996447648678145978217877123560011153623125641724656708457180131468620029493161735037960483184154781522336247784496178133329956137780689662891859075909869645452953383497666025228426453205090116423755754247521826266382369218269897103895136420131009489340769017757592032999203398083509864665428394649638728623230590829436199744151164938538575054991577634327746427377787473682770985457201480776394998558273698311227542996907000154893890795545550741130105864382555041296954237377592506067113873045079978163320877515545451032045376068283567433004725518856416750622673991474823193435253310475861103096719935262341764676244340185181942739738280716127904060010398820634986237183539765378127169184250335254584096111850830234006957832630474845012123931371892690466086,11,13,1,5,5,34,0,"0x4fee8619279ce63cc2cc2066d4d7471d7fd5ab629d20f68e838528a20d05a8583f8a565c1cb61908abe54880b009d33edd661bb2fec069486295916bc5c77f3d1c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,24,37,635685714861024806412677762830076097322364744388737346315504580929970009057633878193753760654492395687828566682409653601185087022873864124432413775257350319369584998314655854678166590223810710296249767958736065461039251719133681868588388623688422369167011224323264595906438239592811581169251456686117102368147349738542773049699664276449800770126696433816438767049852437346634103501873716352267809367362094255374687258071649276806070091155978654790407276601781922227468529463908365560967371106211844217224360959729809939552889958172275546392499243941292186342743292194934187709804000285697512889580585882299562790375945528497529994319808862475780714905250206052068790260645108638741305520840684599276572760543576773304696603747339260869004754625188264700762099313726364571322513898145785961089910131333620729783964691430585873381768147324543027224868245555679488601038110067809612506400880357291467677150316858925028237150886344225274695861863849862847237519872100621136800632264544971453972516170742232036958639561411749777521272227863479051225035936251783866561235950952635887332904090451155810803343412793044532736922628081339425644052379948994776051113955990666317917507465572659063114293956645550901791498869296347021097400960649,303242862247500906376394146814746163781067641625369105848955159777714058732217186265406546717535910922566099755307237765182971147556710407583029663374815691121379049483619994928219914825422049804808170306842193637884274261530221077027600949852708946028792735734296901615698464209398895706489520182514147045067412639253972135347822931846558522448817870092428635759750398884656222577536644880081274334901082948387541863687390103422776247319454010091704619286967931457544180398000424944597731878171846068242821337309439186897585482238375964751197339946976210481292392261135997247739119373274558853682777405527556323550208359698633539676752892552784244255051537696362875824682686786423347083638693039320857744880309777244348661394777782235649153132408051160576245052173819156355113877128249648235018564796918367844391871608334714686871584237213004306635447611026318025410974118989201715487654957033462273288439000737919429815104054851492126046356700581411340895978199197992547549477868951596571026987737862025672806129173787980290383475980594402075875692390673337293411372698622716551401656463791127776191241289112219707132529577738559170930520841394949862179439769807473388539831564247555809117171468590364486960382983002783473893611187,5,13,0,4,1,96,0,"0xd247a4024f99b164662ab40c7732a8b4c1094e9e68470cb6097a3926bc36cc21215514125ac2494ed124b5cb51a936cea7c2ff7714974feffd5cbd19c399a7601b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,24,30,746707865932755459454436726290525626480740005079601786505382216209262603630980118415089692251570849458691940258607904816077671544805993288973901924304416574741916816627444337910876208304243817300381611931750561145645741877699481795382971328866213787850724001497201135290932273106993266600038421646281310043314207132336176837554287682855460751375585059584196952477602818527197348981812023503286173970492775628095160744345646224035408427787186986221334593392012913251010786433262307071636101526780015380359229029078812989467185572287296988756446386434864663070025264037687233651552228157999123460326692965316613766532339198920053837737656629638811208328199547034501497709234955850510515808925410624793040107197975674426910897883568348485586875611202053656628403609356985205099102144343412410003256196848545860716289198745024767272846047880365186442256175384682929248674604819614923693737425905859640565675903037892673775606770774559517838210150819283587882726445785023509689439531432088528588562627426468122876037823656934663878974245424782057931511040144595560528328352449398770054515250188999891272853761878321881579504855635317447445611596673292016196453536170084386287731598170673997690640852521564014706696180419447821669981234603,372632444810349853658423414119106990961851220666665395887857783560490966511688195501350293154159933732017082749205133397558338086614523449525133945289640859285138511687478636001553857126390240596139490304632425429191932782094268133676717190948934824409060947132988636274083048924646672676700468110708977975260572835910938288836210440046379423668520817900411293646676931225718549215265428342695047908479861082092218944557204387839784567208819061510846572928624891847801726033867220276598742680478710100868785119883097950202883031750290213884236243824396978303731982792895495292011803797588598557535124075205781450168236119499787252948309588385577028599841955784915966801073161659353102368096611233558337388812520541453421828102952159898916738741884845196373843712140062744168413453789104411190344661181520742873049470563057408885554371795216676240624569891382421480534007802979782761488569796403127539872627194603556761326567098551817619228910842436960151468764979431529729160167463540050398499437168715405278750216299811116252058877930066327766213285306054855001521264753268044824058191679602509322974634378117393280635279081117550585273941406886551974514664312699491420367202039178411018060245868620450605517861266658700802521174032,5,14,3,0,2,31,0,"0xe5cd6b9e4a479624075ace7152758c0c033e7d25d5206b33ced181a38813e6e477757fc68dcd5f1931a6f6bb986a63e668b0d399f699ed062a9348875d73f27c1c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,24,36,133529213735316542410759895269647546571996850720644662910857992387294938799944179430502282265017203415657889538071247887767234707782175032729674281026839740638722941303950259573443056553299768605699261332505376620275817598103390517490882255330763571732712293661793208440454532341219037032972107707243185821408139720882179978413364729296972746736900110625737398123672299969400435704730217984490967378200735291193373000499093323562220219452973314140723973644068106280871655916553958627592692076837072062526411713155401537855115394162005609135491567363226807489998696840013692590828617743211337072719406414988668539758095462307149155456677832673773916242097839339580274932183521744276760550341339485109407076727428289694995864800541820961800344120102318466579415994598853392693466466504348524210648099484552151024965870649357092197986040787180896684478127133758035043940712420876600441499840551508027877774982789284203704444598812752638796081913021898785569931719654460616928465425194034657426188622690679999567848951981455444546867312218163568972843197287635195708434219216694225789832738917256198164978145646481970000991348014915905615630718164316977220845405691659249259159716582362734306389572717163588668526088997178018919461031863,406056044162945151929627798628659894188840935091927812347391452957315518910458222982207023826823645764198042488182342137875516748447987448302805187152925864733033857132360824583101015192713081344471774463959922001060596562678776948800059961056441680789423261269761633905639466426791906261328091080933281029319959491576777458426811936901369084437068275213603990187077528790279703554207324743750726623266596645594246645971999756466431624724467106751645060722950586308146399401763606085914863229346751284516052539308277753036437724112775579897181063948742194705936882100979168676229476698357977872300863651099467108296140316466948772156138489742774243060683963744455926458201440812203273721632835915363389852793202321255374770833117387336073265831096165583022625874401362060542823496435796861787266165532210212986526672779029117286682794622262105433378783561047050224356133389108202600375502753382912469864327812204924889653384849873015426268157956840793854293258405910137980671204845181299002790551462932325500304082291551046618460091260821939231234672921421551907388808466171898085125715765871728436814495223483050054303506773694934338987414587452689362885373989991998587176830554967002468605691494309504966345720219809519100236454553,1,14,0,0,1,99,0,"0x441fb3382e21ee75d0be4eeb95440d9f667a4d418cbb0ab2f0c1da43c4a18a2c252e562dbabbd322435238d9c9d4222be61751694e6b3e2961aa25d151af1bef1b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,25,32,819778187646874296632594365429512390442974457389262822700107382303499527258639108600799260876322161635600438966823850472402503976714992873412181389972589603045465776654023488297589026295249518961639596814215622869723125449259189582114502510298415291333477502372366529852604079949792025716688043460017473535167796882518114007574846432660143131180529309603112717839862226462130896156950437473745496410656439750732317531543884260711679021420129077957289787875346245799532092706941129401192966233402674742499111659072873508055532577074881128053930578637361757334850404515974983263033363054978497167330943617490163431334383963105028602963227005588554244614308925755797412543449207941467508115521510161488736354425040367754358014992084245455924480152068006179310068093395538708130433767738324116546906707787136598910615454951544368434803065632849464751033176719484970979702454158122616533171537338548564668702200167694871626884749507780486271642764983109177991637053821859766175938418019937829797869131030623099172877656984513402578662016525487508690989758554939111120493175514379957710588339595604307851860327019867480586634686734415662471121191001772648876321310035374903286864277604242680029405346029911812347993806461454185484849797654,596101027508498246725529713046274683000814801937013389205416651550891197139006295335115559070112311217514007429098602070061204682281334933880422251790741068088019069629435440710296772755521074863133718247469970510660551740125168648909846203453932775528360332691488877282668455744111378033440385014383916691455655009213297067711766465202224988725544808949558495418972417738231340606595179057517949506555783084595855950705261687792122707267584341003841416716856173488918292559904267628736522067578786248389326986994658653586900636109064923981185497683613378523229749381643831647367538241529583555840388591905140525840553910949791609029480943898742292048671638960102297473115164369553031681207837890406873758041041502937664507504422605468178661952515071173485099757329876890317418710213935888133268732743259929570732568113014638265784740706603049954140411309953407306454575234088254145294905492207777058114095238565896585448473020236312571055835866973468688749878500230484944530556258497772659446203247493044786607512624182075791755267594546952997004600733786169276456066664677330377621127244798465687821074786567509802713894087577255218854686444705838971964633931711777890859941411617205832770140635583691535564490486222574211490756074,2,15,1,1,0,87,0,"0x6db0c54ba58167d16fbaae0eb410fdd7ac506bf402ba1586c44cf3c049637d5a24be288cf33a4d7c285a7899b4a15e50cc2a4e43719d2581081cf49ec1fbf8ec1b"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,25,40,697339747455021686209748332942129162760957643475037923208697323395479138360924588352637331428157637623224683408077545841773218914835268150774708544775666884274288702152385298913541173744897298787194635131239685757088526175023473429720913585699459809993650380273255956746171181172151820432585575630510601582960254141619677424917903663025389913602025996504008669677568016780605788293635041112749309155341047660990820918743703986385743978156031040432618604545811090027500041073929840778580196515647411215457893171951740163328062525130148383529979626451070749336107935170624940848905978821155019995186731887215884948487116301200394936411260852633754178276939978225038813734357254083945819529196955186999351597626874565569639391908623912867382989354586367702026230690949379316703583110480856381963324541352077225234621459451326017984267007269825494695231915230589156853367811249119443465594406881099991949213037729458028553437873491195761559092463572976629293869147161717328602384272874274438465739573367329834651301896147039664441040430771069452680725488755851401079921190047134568207218751171281068837245380033850472296038372212425657883696042127890157670142832128950874973290364085904432507890495609466999800851776333504618729755467295,641249278553193345558371224449675783122095532403978027891958839897573999498394318578312529632135841760865215909228531455770993257914121781563489393708881758155601700333719610516097802296280467326105232725397564070319439736255355066377177513714269942723396246011582050650344693308529397625657367622022303024384045238859638969121588262209691167437835440831264471071256256698505094507947442997262564450662222068446591987674754234659036653284290516860029123061147379132654114749372800562021650454042789658184754123985600957582366941856442961327589528801610591347763192869811538533086278638451664566281107637147787367937288992424168663250622100202804619067033815655124907462445720261268762256157551788466569570705840285134118361097517132116098324993902153030694286734381300041497112196873096260139091469290181398222178980766020229108519986876963452680578868518650864689265892008426669542209976468333924892329913409236537125264105753265158892997123770009258954495058315782836121208726511778366087243430975594747675808366020828205953222637731673267002294386813926112362880188552662559988322011065616874758740085773759733218299829074875124867240332087327749419557391286731517996175228315570464554333856169647723554990519120452265812784207715,9,15,4,1,4,79,0,"0xd51e6392d8cf23a00c49e33f7aa6c51c1e1ed20453cd4d7e665099adff41ce680a1e37ae133f433680608c6da37fde577395211b06227f7df4805d5652ab08521c"
0xE0dA06B99c42D3d865E816b2DE371954EA8A0362,25,37,32059162735800423546516076772545347013112779062305960370072282319061385200349826609776750718456589264644701616390703896391857636432661764899717861418642835522524098172598807261676267988131613189297550714028699672040058363667046546591186619527957387409322035587796768010715488558202595713588327755461400424694232503236227986916174531845036456210021087831258257872038072243818416365494125423205453263491230970367346542811404832902775182364376582050466715263057873394525914429438291673939082912776865488997013409323195231212435666509555006979869167768860600099567253582171768242948683693002031476410962158196479634316170075916172347062488573385856277808218525234510123944617158758989090777687434749273536978336444499264066767450512635993173562846366351482534670730749511707318050008687214866819190922988385256555198251648021201808250225936413535990947239295724635786613745770392519718549164661141527997428697456304195245317305158050152120390126389849584957248014563186841283516404665926428202388545461288146304673618874998357314351889392953687043247190602448241122933392704629015346862655732574152776967886151722613243724997510076474899024916130518639866705445705336703765801339297355940129567235798453137245544664447714943627896122288,174836648856533012286041993642475525085550429807644300138541988894892192338104900448638732442563029075679491443071175164475246038252458096080002255268071214188377052265586145757041159338148467099839031227305571529197536710574576851844704603538375535522503317387164519546025019267433517592978989911219618908786246194412129309688304299790307367802738686562465800577984414846584171968913078960707190968566830469826429313276116194725578985454648117218277316603886176397816576401773726416475072695265889271523319400954902671916078206177445986191545364741387606225124436593895279099634859625726954902906916788271952744421747505648965152779935329061382757760159875259372893845391172662201931967403380370792532105255392531924737335323973861268001268144513700166575463565332308616408111821307852555362923514170688859551380247768774243652841452822957038158170628390334666194610347709032698699986192387913261486189275318409046753893389599747841031365238170669577778586843532315710005785546332534145836663641162807247934749961226511559850834876468502242448021076596674157041669377514970377755564168329914719799460400532650525130571710886841236929594101506982816714443542677112177957667887674482047930490095069515455744117455995189821455173418720,5,16,3,0,2,80,0,"0x34da2bb5d95729837fe746285765991e8624656dac01c2f38cc77967b57bda881a4289dd7961cfeb20a0deb6e335ea2dcd013a588202fb9502dc44931fb5c8481b"
